;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10;X11;X12;X13;X14;X15;X16;X17;X18;X19;X20;Y1;Y2;Y3;Y4;Y5;Y6;Y7;Y8;Y9;Y10;Y11;Y12;Y13;Y14;Y15;Y16;Y17;Y18;Y19;Y20;CPROB1;CPROB2;CPROB3;CPROB4;CPROB5;CPROB6;CPROB7;CPROB8;CPROB9;CPROB10;CPROB11;CPROB12;CPROB13;CPROB14;CPROB15;CPROB16;CPROB17;CPROB18;CPROB19;CPROB20;CPROB21;CPROB22;CPROB23;CPROB24;CPROB25;CPROB26;CPROB27;CPROB28;CPROB29;CPROB30;CPROB31;CPROB32;CPROB33;CPROB34;CPROB35;CPROB36;CPROB37;CPROB38;CPROB39;CPROB40;CPROB41;CPROB42;CPROB43;CPROB44;CPROB45;CPROB46;CPROB47;CPROB48;CPROB49;CPROB50;CPROB51;CPROB52;CPROB53;CPROB54;CPROB55;CPROB56;CPROB57;CPROB58;CPROB59;CPROB60;CPROB61;CPROB62;CPROB63;CPROB64;CPROB65;CPROB66;CPROB67;CPROB68;CPROB69;CPROB70;CPROB71;CPROB72;CPROB73;CPROB74;CPROB75;CPROB76;CPROB77;CPROB78;CPROB79;CPROB80;CPROB81;CPROB82;CPROB83;CPROB84;CPROB85;CPROB86;CPROB87;CPROB88;CPROB89;CPROB90;CPROB91;CPROB92;CPROB93;CPROB94;CPROB95;CPROB96;CPROB97;CPROB98;CPROB99;CPROB100;CPROB101;CPROB102;CPROB103;CPROB104;CPROB105;CPROB106;CPROB107;CPROB108;CPROB109;CPROB110;CPROB111;CPROB112;CPROB113;CPROB114;CPROB115;CPROB116;CPROB117;CPROB118;CPROB119;CPROB120;CPROB121;CPROB122;CPROB123;CPROB124;CPROB125;CPROB126;CPROB127;CPROB128;CPROB129;CPROB130;CPROB131;CPROB132;CPROB133;CPROB134;CPROB135;CPROB136;CPROB137;CPROB138;CPROB139;CPROB140;CPROB141;CPROB142;CPROB143;CPROB144;CPROB145;CPROB146;CPROB147;CPROB148;CPROB149;CPROB150;CPROB151;CPROB152;CPROB153;CPROB154;CPROB155;CPROB156;CPROB157;CPROB158;CPROB159;CPROB160;CPROB161;CPROB162;CPROB163;CPROB164;CPROB165;CPROB166;CPROB167;CPROB168;CPROB169;CPROB170;CPROB171;CPROB172;CPROB173;CPROB174;CPROB175;CPROB176;CPROB177;CPROB178;CPROB179;CPROB180;CPROB181;CPROB182;CPROB183;CPROB184;CPROB185;CPROB186;CPROB187;CPROB188;CPROB189;CPROB190;CPROB191;CPROB192;CPROB193;CPROB194;CPROB195;CPROB196;CPROB197;CPROB198;CPROB199;CPROB200;CPROB201;CPROB202;CPROB203;CPROB204;CPROB205;CPROB206;CPROB207;CPROB208;CPROB209;CPROB210;CPROB211;CPROB212;CPROB213;CPROB214;CPROB215;CPROB216;CPROB217;CPROB218;CPROB219;CPROB220;CPROB221;CPROB222;CPROB223;CPROB224;CPROB225;CPROB226;CPROB227;CPROB228;CPROB229;CPROB230;CPROB231;CPROB232;CPROB233;CPROB234;CPROB235;CPROB236;CPROB237;CPROB238;CPROB239;CPROB240;CPROB241;CPROB242;CPROB243;CPROB244;CPROB245;CPROB246;CPROB247;CPROB248;CPROB249;CPROB250;CPROB251;CPROB252;CPROB253;CPROB254;CPROB255;CPROB256;C1;C2;C3;C4;C5;C6;C7;C8;MLCJOINT
225;0;0;0;1;1;1;1;1;1;1;0;0;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.92621;0.00148;0.00016;0;0.00033;0;0;0;0.00126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07031;0.00011;1.00E-05;0;3.00E-05;0;0;0;1.00E-04;0;0;0;0;0;0;0;2;1;2;2;1;1;1;1;177
226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.89872;0.01804;0;0;0.07717;0.00155;0;0;0.00115;2.00E-05;0;0;1.00E-04;0;0;0;0.00126;3.00E-05;0;0;0.00011;0;0;0;0;0;0;0;0;0;0;0;0.00016;0;0;0;1.00E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00036;1.00E-05;0;0;3.00E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00114;2.00E-05;0;0;1.00E-04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;2;1;3
227;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0.98917;0.00137;0.00017;0;0.00476;1.00E-05;0;0;0.00127;0;0;0;1.00E-05;0;0;0;0.00139;0;0;0;1.00E-05;0;0;0;0;0;0;0;0;0;0;0;0.00018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00039;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00125;0;0;0;1.00E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1
228;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0.31744;0.00157;6.00E-05;0;0.00153;1.00E-05;0;0;0.00041;0;0;0;0;0;0;0;0.66907;0.00384;0.00012;0;0.00322;2.00E-05;0;0;0.00086;0;0;0;0;0;0;0;6.00E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00027;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.00E-04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00085;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;1;1;1;1;17
229;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0.07734;0.00038;0;0;0.9006;0.00447;0;0;7.00E-04;0;0;0;0.00813;4.00E-05;0;0;0.00011;0;0;0;0.00126;1.00E-05;0;0;0;0;0;0;1.00E-05;0;0;0;1.00E-05;0;0;0;0.00016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00041;0;0;0;0.005;2.00E-05;0;0;0;0;0;0;5.00E-05;0;0;0;0;0;0;0;1.00E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.00E-04;0;0;0;0.00114;1.00E-05;0;0;0;0;0;0;1.00E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.00E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;2;2;1;7
230;0;1;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.24522;0.00039;4.00E-05;0;0.00093;0;0;0;0.00221;0;0;0;1.00E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00034;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.73951;0.00118;0.00013;0;0.0028;0;0;0;0.00706;1.00E-05;0;0;3.00E-05;0;0;0;2;2;2;2;1;1;1;1;241
231;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0.77588;0.06944;0.00013;1.00E-05;0.05332;0.00477;1.00E-05;0;0.001;9.00E-05;0;0;7.00E-05;1.00E-05;0;0;0.01964;0.00204;0;0;0.00135;0.00014;0;0;3.00E-05;0;0;0;0;0;0;0;0.00014;1.00E-05;0;0;1.00E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0589;0.00527;1.00E-05;0;0.00422;0.00038;0;0;8.00E-05;1.00E-05;0;0;1.00E-05;0;0;0;0.00149;0.00015;0;0;0.00011;1.00E-05;0;0;0;0;0;0;0;0;0;0;1.00E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00098;9.00E-05;0;0;7.00E-05;1.00E-05;0;0;0;0;0;0;0;0;0;0;2.00E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.00E-05;1.00E-05;0;0;1.00E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1
232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0.98917;0.00137;0.00017;0;0.00476;1.00E-05;0;0;0.00127;0;0;0;1.00E-05;0;0;0;0.00139;0;0;0;1.00E-05;0;0;0;0;0;0;0;0;0;0;0;0.00018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00039;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00125;0;0;0;1.00E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1
233;1;1;1;0;1;1;1;1;1;0;0;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.00E-05;0;0;0;0.00012;0;0;0;0;0;0;0;0;0;0;0;0.07492;0.00043;0;0;0.90984;0.00523;0;0;0.00072;0;0;0;0.00869;5.00E-05;2;2;2;2;1;2;2;1;247
234;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0.98082;0.00487;0.00017;0;0.00472;2.00E-05;0;0;0.00126;1.00E-05;0;0;1.00E-05;0;0;0;0.00138;1.00E-05;0;0;1.00E-05;0;0;0;0;0;0;0;0;0;0;0;0.00018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00522;3.00E-05;0;0;3.00E-05;0;0;0;1.00E-05;0;0;0;0;0;0;0;1.00E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00124;1.00E-05;0;0;1.00E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.00E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1
235;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0.90421;0.02252;0.00016;0;0.06214;0.00155;1.00E-05;0;0.00116;3.00E-05;0;0;8.00E-05;0;0;0;0.00127;4.00E-05;0;0;9.00E-05;0;0;0;0;0;0;0;0;0;0;0;0.00017;0;0;0;1.00E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00481;0.00012;0;0;0.00034;1.00E-05;0;0;1.00E-05;0;0;0;0;0;0;0;1.00E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00114;3.00E-05;0;0;8.00E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.00E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1
236;1;1;1;0;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;0;0;0;1;0;1;0;1;1;1;1;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.00E-04;0.9996;2;2;2;2;2;2;2;2;256
237;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;1;1;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.00E-05;0;0;0;0.00011;1.00E-05;0;0;0;0;0;0;0;0;0;0;0.00037;3.00E-05;0;0;0.00427;0.00036;0;0;0;0;0;0;1.00E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00177;0.00013;0;0;0.02153;0.00155;0;0;0;0;0;0;3.00E-05;0;0;0;0.06739;0.00563;0;0;0.81842;0.06834;0;0;9.00E-05;1.00E-05;0;0;0.00105;9.00E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.00E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.00E-05;0;0;0;0.00019;1.00E-05;0;0;0;0;0;0;0;0;0;0;6.00E-04;5.00E-05;0;0;0.00728;0.00061;0;0;0;0;0;0;1.00E-05;0;1;2;2;2;1;2;2;1;119
238;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0;1;0;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;0;1;1;0;0;0;0;0;0;0;1.00E-05;0;0;0;0;0;0;2.00E-05;0.83706;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08814;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.00E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06627;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00698;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.00E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.00E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.00E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;2;2;2;16
239;1;0;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.00E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.99637;0.00159;0.00017;0;0.00037;0;0;0;0.00135;0;0;0;0;0;0;0;2;2;2;2;1;1;1;1;241
240;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11475;0.00016;2.00E-05;0;4.00E-05;0;0;0;0.00015;0;0;0;0;0;0;0;0.86896;0.00139;0.00015;0;0.00031;0;0;0;0.00112;0;0;0;0;0;0;0;2.00E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00046;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00348;1.00E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00772;1.00E-05;0;0;0;0;0;0;1.00E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.00E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;1;1;1;1;17
241;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.98607;0.00136;0.00017;0;0.00035;0;0;0;0.00127;0;0;0;0;0;0;0;0.00138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00039;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00877;1.00E-05;0;0;0;0;0;0;1.00E-05;0;0;0;0;0;0;0;1.00E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1
242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.99358;0.00137;0.00017;0;0.00036;0;0;0;0.00128;0;0;0;0;0;0;0;0.00139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00039;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1
